,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
135374,2.0,0,0,0,0,0.0,60.0,11.081988690888394,72,59,open,45310000,0,31.0,22-90071,1,2022_June,Works,0.5,2.0,215903501,1
135375,1.0,1,0,0,0,0.0,60.0,11.767550163810498,72,59,open,45232411,0,31.0,22-90071,1,2022_June,Works,1.0,0.0,215903501,1
62559,6.0,1,0,0,0,0.0,60.0,11.695247021764184,72,92,open,18143000,1,32.0,22-90089,0,2022_June,Supplies,1.0,0.0,219200359,1
853775,2.0,0,0,0,1,10.0,55.0,14.22097566607244,72,02,open,45220000,1,33.0,22-90296,1,2022_June,Works,1.0,0.0,220200026,1
853777,4.0,0,0,0,1,10.0,55.0,14.508657738524219,72,02,open,45220000,1,33.0,22-90296,1,2022_June,Works,0.8,1.0,220200026,1
656205,3.0,0,0,0,0,0.0,40.0,12.345834587905333,73,60,open,34928471,0,29.0,22-90598,0,2022_July,Supplies,1.0,0.0,200068047,1
1070444,2.0,1,0,0,0,0.0,40.0,12.2783933071098,73,79,open,34139300,0,40.0,22-90621,1,2022_July,Supplies,1.0,0.0,200041994,1
1070445,3.0,1,0,0,0,0.0,40.0,12.097373228606832,73,79,open,34139300,0,40.0,22-90621,1,2022_July,Supplies,1.0,0.0,200041994,1
914596,2.0,1,0,1,0,0.0,50.0,12.948009990259552,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914597,2.0,1,0,1,0,0.0,40.0,12.100712129872347,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914598,2.0,1,0,1,0,0.0,50.0,11.695247021764184,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914599,2.0,1,0,1,0,0.0,60.0,12.793859310432293,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914600,3.0,1,0,1,0,0.0,40.0,12.388394202324129,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914601,2.0,1,0,1,0,0.0,40.0,12.89921982609012,73,85,open,33100000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914602,2.0,1,0,1,0,0.0,40.0,11.982929094215963,73,85,open,33100000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
914603,3.0,1,0,1,0,0.0,40.0,10.596634733096073,73,85,open,33000000,1,38.0,22-90675,1,2022_July,Supplies,1.0,0.0,268500857,1
437135,3.0,1,0,0,0,0.0,60.0,12.029305633649548,55,83,open,71330000,0,40.0,22-90820,0,2022_July,Services,1.0,0.0,333006138,1
911019,2.0,0,0,0,0,0.0,50.0,15.35780662755752,73,85,open,90513000,0,33.0,22-91005,1,2022_August,Services,0.6666666666666666,1.0,258502962,1
911020,2.0,1,0,0,0,0.0,50.0,14.658876917261987,73,85,open,90513000,0,33.0,22-91005,1,2022_August,Services,0.6666666666666666,1.0,258502962,1
911021,2.0,1,0,0,0,0.0,50.0,14.160864662331655,73,85,open,90513000,0,33.0,22-91005,1,2022_August,Services,0.6666666666666666,1.0,258502962,1
1034739,0.0,0,0,0,0,0.0,40.0,12.276531109178736,72,10,open,71300000,0,35.0,22-91007,0,2022_July,Services,0.0,4.0,221000052,0
431200,1.0,0,0,1,1,60.0,40.0,12.760566251748115,72,83,open,30121100,1,34.0,22-91039,1,2022_July,Supplies,0.25,3.0,218300697,1
1080409,2.0,1,0,1,1,25.0,50.0,12.542544882151386,72,55,open,79800000,0,35.0,22-9105,0,2022_January,Services,1.0,0.0,225500016,1
998931,0.0,0,0,0,0,0.0,40.0,13.008077930546927,73,11,open,71351900,0,47.0,22-91050,1,2022_July,Services,0.0,1.0,251101549,0
998932,0.0,0,0,0,0,0.0,40.0,11.171941063828429,73,11,open,71351900,0,47.0,22-91050,1,2022_July,Services,0.0,1.0,251101549,0
1097854,0.0,0,0,1,0,0.0,100.0,17.244456171735813,73,52,negotiated,65130000,0,54.0,22-91054,1,2022_July,Services,0.0,3.0,200028769,0
1097855,0.0,0,0,1,0,0.0,100.0,16.344167231408317,73,52,negotiated,65130000,0,54.0,22-91054,1,2022_July,Services,0.0,3.0,200028769,0
629642,1.0,1,0,0,0,0.0,100.0,11.715678536236682,73,35,open,15112130,0,34.0,22-91262,1,2022_July,Supplies,1.0,0.0,193509361,1
629644,1.0,1,0,0,0,0.0,100.0,11.084508977444955,73,35,open,15112120,0,34.0,22-91262,1,2022_July,Supplies,1.0,0.0,193509361,1
388452,2.0,1,0,0,0,0.0,30.0,12.534872668702853,73,91,open,71241000,0,40.0,22-91303,0,2022_July,Services,1.0,0.0,200057859,1
1105938,1.0,0,0,0,0,0.0,40.0,14.151982794585487,72,65,open,30163100,1,33.0,22-91315,0,2022_July,Supplies,0.5,1.0,226500015,1
387103,2.0,1,0,0,0,0.0,40.0,12.206072645530174,73,91,open,32342410,1,32.0,22-91340,1,2022_July,Supplies,1.0,0.0,200057859,1
387104,2.0,1,0,0,0,0.0,40.0,12.676076274775909,73,91,open,31527260,1,32.0,22-91340,1,2022_July,Supplies,1.0,0.0,200057859,1
685382,4.0,1,0,0,0,0.0,60.0,12.206072645530174,72,45,open,72267100,1,31.0,22-91388,0,2022_July,Services,1.0,0.0,224500017,1
192283,1.0,0,0,0,0,0.0,40.0,11.289781913656018,72,13,open,34992200,1,34.0,22-91404,0,2022_July,Supplies,0.3333333333333333,2.0,211300140,1
873943,0.0,0,0,0,0,0.0,10.0,17.50439001207821,73,37,open,09123000,0,36.0,22-91429,0,2022_July,Supplies,0.0,4.0,243700754,0
574157,2.0,1,0,1,1,20.0,30.0,11.289781913656018,72,29,open,15300000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574158,2.0,1,0,1,1,20.0,30.0,9.546812608597396,72,29,open,15300000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574159,2.0,1,0,1,1,20.0,30.0,11.84939770159144,72,29,open,15896000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574160,1.0,1,0,1,1,20.0,30.0,11.512925464970229,72,29,open,15890000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574161,3.0,1,0,1,1,20.0,30.0,11.512925464970229,72,29,open,15500000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574162,1.0,1,0,1,1,20.0,30.0,11.512925464970229,72,29,open,15100000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
574163,2.0,1,0,1,1,20.0,30.0,9.903487552536127,72,29,open,15200000,1,30.0,22-91436,1,2022_July,Supplies,1.0,0.0,212901953,1
423325,0.0,0,0,0,0,0.0,40.0,11.544860083500573,72,83,open,50610000,1,34.0,22-91458,0,2022_July,Services,0.0,3.0,218301299,0
808543,3.0,0,0,0,1,20.0,70.0,10.817475635347607,72,49,open,39221000,0,39.0,22-91512,1,2022_July,Supplies,1.0,0.0,224900019,1
808544,3.0,1,0,0,1,20.0,70.0,9.056419665702979,72,49,open,39221000,0,39.0,22-91512,1,2022_July,Supplies,1.0,0.0,224900019,1
808545,4.0,1,0,0,1,20.0,70.0,12.048153708063095,72,49,open,39221000,0,39.0,22-91512,1,2022_July,Supplies,1.0,0.0,224900019,1
374256,2.0,1,0,0,0,0.0,60.0,11.127262984158243,73,62,open,90911300,0,33.0,22-91692,1,2022_July,Services,1.0,0.0,246200141,1
374258,3.0,1,0,0,0,0.0,60.0,10.373491181781864,73,62,open,90911300,0,33.0,22-91692,1,2022_July,Services,1.0,0.0,246200141,1
374259,3.0,1,0,0,0,0.0,60.0,10.239959789157341,73,62,open,90911300,0,33.0,22-91692,1,2022_July,Services,1.0,0.0,246200141,1
483483,2.0,1,0,0,0,0.0,60.0,13.815510557964274,73,31,open,45410000,1,29.0,22-91724,1,2022_July,Works,1.0,0.0,243100518,1
483481,3.0,1,0,0,0,0.0,60.0,13.815510557964274,73,31,open,45421000,1,29.0,22-91724,1,2022_July,Works,1.0,0.0,243100518,1
483482,3.0,1,0,0,0,0.0,60.0,13.815510557964274,73,31,open,45421000,1,29.0,22-91724,1,2022_July,Works,1.0,0.0,243100518,1
930585,1.0,1,1,0,0,0.0,60.0,11.604485074716962,73,50,open,44112300,0,32.0,22-91809,0,2022_July,Supplies,1.0,0.0,200067205,1
632160,3.0,1,0,0,0,0.0,40.0,12.328281782643113,72,35,open,79980000,1,31.0,22-91858,0,2022_July,Services,1.0,0.0,213502883,1
1151959,2.0,1,0,0,0,0.0,50.0,12.206072645530174,73,32,open,79620000,0,38.0,22-9187,0,2022_January,Services,0.5,2.0,253201842,1
672517,0.0,0,0,0,0,0.0,30.0,13.42984807715229,72,54,open,30199770,1,29.0,22-91965,0,2022_July,Supplies,0.0,2.0,215403049,0
1139053,2.0,1,0,0,0,0.0,45.0,11.246822219215883,81,19,open,33141800,0,33.0,22-92070,0,2022_July,Supplies,1.0,0.0,777966870,1
607374,1.0,1,0,0,0,0.0,60.0,12.582726671784219,72,67,open,45111300,0,30.0,22-92111,0,2022_July,Works,1.0,0.0,200094332,1
852925,0.0,0,0,0,0,0.0,50.0,12.765688433465597,73,60,open,71351500,1,33.0,22-92265,0,2022_July,Services,0.0,3.0,200076131,0
616948,1.0,0,0,0,1,20.0,65.0,11.695247021764184,73,67,open,19640000,1,37.0,22-92394,1,2022_July,Supplies,0.3333333333333333,2.0,246700488,1
374093,2.0,1,0,0,0,0.0,40.0,13.304684934198283,73,62,open,41110000,0,36.0,22-92435,1,2022_July,Supplies,1.0,0.0,246200141,1
374094,2.0,1,0,0,0,0.0,40.0,13.592367006650065,73,62,open,41110000,0,36.0,22-92435,1,2022_July,Supplies,1.0,0.0,246200141,1
374095,2.0,1,0,0,0,0.0,40.0,12.206072645530174,73,62,open,41110000,0,36.0,22-92435,1,2022_July,Supplies,1.0,0.0,246200141,1
664267,0.0,0,0,0,0,0.0,40.0,12.561506820032774,73,60,open,71351500,0,33.0,22-92529,0,2022_July,Services,0.0,1.0,200076131,0
568182,3.0,0,0,0,1,15.0,40.0,10.341742483467284,72,44,open,15800000,0,56.0,22-9263,1,2022_January,Supplies,0.75,1.0,214401325,1
568183,3.0,1,0,0,1,15.0,40.0,9.305650551780507,72,44,open,15540000,0,56.0,22-9263,1,2022_January,Supplies,0.75,1.0,214401325,1
568185,2.0,0,0,0,1,30.0,40.0,10.46310334047155,72,44,open,03221200,0,56.0,22-9263,1,2022_January,Supplies,0.6666666666666666,1.0,214401325,1
568186,1.0,0,0,0,1,15.0,40.0,8.85366542803745,72,44,open,15331480,0,56.0,22-9263,1,2022_January,Supplies,0.5,1.0,214401325,1
568187,1.0,0,0,0,1,15.0,40.0,10.778956289890028,72,44,open,15800000,0,56.0,22-9263,1,2022_January,Supplies,0.5,1.0,214401325,1
568191,2.0,0,0,0,1,15.0,40.0,11.350406535472453,72,44,open,15800000,0,56.0,22-9263,1,2022_January,Supplies,0.6666666666666666,1.0,214401325,1
568188,1.0,0,0,0,1,15.0,40.0,10.596634733096073,72,44,open,15800000,0,56.0,22-9263,1,2022_January,Supplies,0.3333333333333333,2.0,214401325,1
568189,1.0,0,0,0,1,15.0,40.0,8.006367567650246,72,44,open,15872000,0,56.0,22-9263,1,2022_January,Supplies,0.3333333333333333,2.0,214401325,1
568190,2.0,0,0,0,1,15.0,40.0,9.210340371976184,72,44,open,03211000,0,56.0,22-9263,1,2022_January,Supplies,0.4,3.0,214401325,1
568175,1.0,0,0,0,1,15.0,40.0,8.922658299524402,72,44,open,15894000,0,56.0,22-9263,1,2022_January,Supplies,1.0,0.0,214401325,1
568192,1.0,0,0,0,1,15.0,40.0,10.308952660644293,72,44,open,15811100,0,56.0,22-9263,1,2022_January,Supplies,0.5,1.0,214401325,1
568179,2.0,0,0,0,1,15.0,40.0,9.472704636443673,72,44,open,15110000,0,56.0,22-9263,1,2022_January,Supplies,0.6666666666666666,1.0,214401325,1
568181,2.0,0,0,0,1,15.0,40.0,9.047821442478408,72,44,open,15110000,0,56.0,22-9263,1,2022_January,Supplies,0.6666666666666666,1.0,214401325,1
250484,2.0,1,0,0,0,0.0,30.0,13.527828485512494,74,69,competitive dialogue,66000000,1,32.0,22-92680,1,2022_July,Services,0.6666666666666666,1.0,130002223,1
262828,2.0,1,0,0,0,0.0,40.0,13.546323068148657,72,69,open,70333000,0,33.0,22-92741,1,2022_July,Services,1.0,0.0,200046977,1
262829,2.0,1,0,0,0,0.0,40.0,13.815510557964274,72,69,open,70333000,0,33.0,22-92741,1,2022_July,Services,1.0,0.0,200046977,1
262830,2.0,1,0,0,0,0.0,40.0,13.626768433367397,72,69,open,70333000,0,33.0,22-92741,1,2022_July,Services,1.0,0.0,200046977,1
262831,2.0,1,0,0,0,0.0,40.0,12.611537753638338,72,69,open,70333000,0,33.0,22-92741,1,2022_July,Services,1.0,0.0,200046977,1
1008881,2.0,1,0,0,0,0.0,40.0,11.339880744956483,73,22,open,39173000,0,38.0,22-92751,1,2022_July,Supplies,1.0,0.0,252203161,1
1008882,1.0,1,0,0,0,0.0,40.0,9.737728084041152,73,22,open,44115500,0,38.0,22-92751,1,2022_July,Supplies,1.0,0.0,252203161,1
996354,4.0,1,0,0,0,0.0,100.0,12.248173821548809,57,11,open,16160000,1,38.0,22-92769,1,2022_July,Supplies,1.0,0.0,487803777,1
996355,4.0,1,0,0,0,0.0,100.0,10.428511895701932,57,11,open,16160000,1,38.0,22-92769,1,2022_July,Supplies,1.0,0.0,487803777,1
438385,0.0,0,0,1,0,0.0,40.0,12.676076274775909,72,83,open,50710000,0,35.0,22-92814,1,2022_July,Services,0.0,1.0,218301158,0
438386,1.0,0,0,1,0,0.0,40.0,12.676076274775909,72,83,open,50710000,0,35.0,22-92814,1,2022_July,Services,0.3333333333333333,2.0,218301158,1
509220,1.0,1,0,0,0,0.0,40.0,14.77102200299171,54,06,open,60640000,0,29.0,22-92866,0,2022_July,Services,1.0,0.0,829190222,1
81085,10.0,1,0,0,0,0.0,35.0,14.346138809026444,81,75,open,80530000,0,34.0,22-92906,1,2022_July,Services,1.0,0.0,815158712,1
361586,0.0,0,0,0,0,0.0,40.0,12.254862809699606,55,62,negotiated,72000000,0,29.0,22-92956,1,2022_July,Services,0.0,3.0,378074744,0
361587,0.0,0,0,0,0,0.0,40.0,10.308952660644293,55,62,negotiated,72000000,0,29.0,22-92956,1,2022_July,Services,0.0,3.0,378074744,0
435167,1.0,1,0,0,0,0.0,50.0,11.695247021764184,73,83,open,18130000,0,31.0,22-92996,0,2022_July,Supplies,1.0,0.0,288300403,1
77766,3.0,1,0,0,0,0.0,40.0,13.412043452518782,57,75,open,79341400,0,38.0,22-93097,0,2022_July,Services,1.0,0.0,409891348,1
72288,1.0,1,0,1,1,5.0,35.0,12.601487417784837,73,94,open,38631000,1,45.0,22-93101,1,2022_July,Supplies,1.0,0.0,130025919,1
72289,1.0,1,0,1,1,5.0,35.0,10.46310334047155,73,94,open,38631000,1,45.0,22-93101,1,2022_July,Supplies,1.0,0.0,130025919,1
77768,1.0,1,0,0,0,0.0,75.0,13.940149151601634,71,75,open,48000000,0,30.0,22-93109,0,2022_July,Services,1.0,0.0,110070018,1
911067,4.0,1,0,0,0,0.0,40.0,13.46453363514018,73,85,open,44316400,0,32.0,22-93185,1,2022_July,Supplies,1.0,0.0,200071165,1
911069,2.0,1,0,0,0,0.0,40.0,12.301382825334498,73,85,open,44113000,0,32.0,22-93185,1,2022_July,Supplies,1.0,0.0,200071165,1
911070,2.0,1,0,0,0,0.0,40.0,12.007621706806335,73,85,open,19500000,0,32.0,22-93185,1,2022_July,Supplies,1.0,0.0,200071165,1
911072,3.0,1,0,0,0,0.0,40.0,11.589886506106357,73,85,open,42652000,0,32.0,22-93185,1,2022_July,Supplies,1.0,0.0,200071165,1
915565,3.0,1,0,0,0,0.0,30.0,14.053173786728996,73,85,negotiated,34121000,0,31.0,22-93186,0,2022_July,Supplies,1.0,0.0,200071165,1
916146,3.0,1,0,0,0,0.0,40.0,12.611537753638338,73,85,open,34928480,0,32.0,22-93211,0,2022_July,Supplies,1.0,0.0,200071165,1
916459,5.0,1,0,0,0,0.0,30.0,11.456355113481834,73,85,open,71310000,0,30.0,22-93220,0,2022_July,Services,1.0,0.0,200071165,1
317890,3.0,1,0,0,0,0.0,40.0,13.592367006650065,73,33,open,42991200,0,65.0,22-9328,1,2022_January,Supplies,1.0,0.0,130018351,1
663099,1.0,0,0,0,0,0.0,60.0,12.765688433465597,72,60,open,43210000,1,34.0,22-93356,1,2022_August,Supplies,0.3333333333333333,2.0,226000016,1
663100,1.0,0,0,0,0,0.0,60.0,11.512925464970229,72,60,open,42410000,1,34.0,22-93356,1,2022_August,Supplies,0.3333333333333333,2.0,226000016,1
663101,3.0,0,0,0,0,0.0,60.0,11.407564949312402,72,60,open,42650000,1,34.0,22-93356,1,2022_August,Supplies,0.6,2.0,226000016,1
91441,2.0,1,0,1,0,0.0,50.0,13.122363377404328,73,75,open,50000000,1,35.0,22-93370,0,2022_July,Services,1.0,0.0,197517188,1
337396,3.0,1,0,0,1,5.0,75.0,11.982929094215963,73,78,open,44510000,1,50.0,22-93399,1,2022_July,Supplies,0.42857142857142855,4.0,287800536,1
337397,3.0,1,0,0,1,5.0,75.0,11.695247021764184,73,78,open,31400000,1,50.0,22-93399,1,2022_July,Supplies,0.6,2.0,287800536,1
340400,1.0,1,0,0,1,5.0,70.0,13.997832114758229,73,78,open,50110000,1,30.0,22-93412,1,2022_July,Services,1.0,0.0,287800536,1
340401,1.0,0,0,0,1,5.0,70.0,12.611537753638338,73,78,open,50110000,1,30.0,22-93412,1,2022_July,Services,0.5,1.0,287800536,1
852926,3.0,0,0,0,1,10.0,60.0,12.206072645530174,72,02,open,39314000,1,30.0,22-93485,1,2022_July,Supplies,1.0,0.0,220200026,1
852927,4.0,0,0,0,1,10.0,60.0,13.38472764187182,72,02,open,39314000,1,30.0,22-93485,1,2022_July,Supplies,1.0,0.0,220200026,1
852931,4.0,0,0,0,1,10.0,60.0,13.38472764187182,72,02,open,39314000,1,30.0,22-93485,1,2022_July,Supplies,1.0,0.0,220200026,1
846270,1.0,1,0,0,0,0.0,50.0,11.212077095986688,72,68,open,34100000,0,30.0,22-93530,1,2022_July,Supplies,1.0,0.0,216800664,1
952932,1.0,1,0,1,1,20.0,50.0,12.793859310432293,72,25,open,79810000,1,34.0,22-93541,1,2022_July,Services,0.5,1.0,212500565,1
952933,3.0,1,0,1,1,20.0,50.0,12.793859310432293,72,25,open,79811000,1,34.0,22-93541,1,2022_July,Services,1.0,0.0,212500565,1
690850,5.0,1,0,0,0,0.0,40.0,12.326784720692437,72,29,negotiated,71240000,0,31.0,22-93570,0,2022_July,Services,1.0,0.0,212902076,1
690851,5.0,1,0,0,0,0.0,40.0,12.326784720692437,72,29,negotiated,71240000,0,31.0,22-93570,0,2022_July,Services,1.0,0.0,212902076,1
501350,1.0,1,0,0,0,0.0,60.0,12.765688433465597,73,95,open,15894200,0,33.0,22-93668,0,2022_July,Supplies,1.0,0.0,269500153,1
81123,3.0,0,1,1,0,0.0,40.0,11.886968703070053,71,75,open,39154100,1,23.0,22-93676,0,2022_July,Supplies,0.5,3.0,110070018,1
764971,0.0,0,0,0,0,0.0,50.0,11.982929094215963,72,14,open,39812100,1,34.0,22-93712,1,2022_July,Supplies,0.0,3.0,211403662,0
764972,0.0,0,0,0,0,0.0,50.0,12.100712129872347,72,14,open,39224300,1,34.0,22-93712,1,2022_July,Supplies,0.0,2.0,211403662,0
1001678,1.0,0,0,0,0,0.0,40.0,14.28551418721001,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
1001679,1.0,0,0,0,0,0.0,40.0,12.257715878682012,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
1001680,1.0,0,0,0,0,0.0,40.0,12.034572327367803,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
1001681,1.0,0,0,0,0,0.0,40.0,12.440037435475967,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
1001682,1.0,0,0,0,0,0.0,40.0,12.11461503504134,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
1001683,1.0,0,0,0,0,0.0,40.0,12.322254399819583,73,11,open,38343000,1,36.0,22-93762,1,2022_July,Supplies,0.5,1.0,200035855,1
454018,1.0,1,0,0,0,0.0,40.0,12.647485488230954,73,77,open,51310000,0,30.0,22-93780,0,2022_July,Services,1.0,0.0,200072874,1
1077779,3.0,1,0,0,0,0.0,30.0,12.91328297482968,73,41,open,71410000,0,46.0,22-9394,0,2022_January,Services,1.0,0.0,200072072,1
1034880,3.0,0,0,0,0,0.0,50.0,13.485894762139548,73,10,negotiated,71221000,0,34.0,22-9406,0,2022_January,Services,1.0,0.0,241000488,1
609445,0.0,0,0,0,0,0.0,0.0,15.201804919084164,73,67,open,09134000,1,30.0,22-942,0,2022_January,Supplies,0.0,2.0,200051878,0
609446,0.0,0,0,0,0,0.0,0.0,15.201804919084164,73,67,open,09134000,1,30.0,22-942,0,2022_January,Supplies,0.0,2.0,200051878,0
788744,3.0,1,0,0,0,0.0,50.0,11.83934736573794,73,84,open,18830000,1,30.0,22-94263,1,2022_July,Supplies,1.0,0.0,288400021,1
788746,1.0,1,0,0,0,0.0,50.0,12.923619712913654,73,84,open,35113400,1,30.0,22-94263,1,2022_July,Supplies,1.0,0.0,288400021,1
789316,1.0,0,0,0,0,0.0,50.0,10.126631103850338,72,84,open,39162110,0,27.0,22-94325,1,2022_July,Supplies,0.3333333333333333,2.0,218400356,1
972775,4.0,1,0,0,0,0.0,100.0,13.229154669013907,72,86,open,55523100,0,38.0,22-94357,0,2022_July,Services,1.0,0.0,218602639,1
772216,1.0,1,1,1,0,0.0,100.0,11.547896777580922,73,14,open,38000000,0,32.0,22-94371,1,2022_September,Supplies,1.0,0.0,191414085,1
772218,2.0,1,1,1,0,0.0,100.0,10.231720582781028,73,14,open,38000000,0,32.0,22-94371,1,2022_September,Supplies,1.0,0.0,191414085,1
772219,2.0,1,1,1,0,0.0,100.0,8.094988759303774,73,14,open,38000000,0,32.0,22-94371,1,2022_September,Supplies,1.0,0.0,191414085,1
977239,1.0,1,0,0,0,0.0,20.0,12.89921982609012,73,86,open,33100000,1,34.0,22-94458,1,2022_July,Supplies,1.0,0.0,198608564,1
977241,1.0,0,0,0,0,0.0,20.0,12.89921982609012,73,86,open,33100000,1,34.0,22-94458,1,2022_July,Supplies,0.5,1.0,198608564,1
1009826,1.0,1,0,0,0,0.0,60.0,10.714417768752456,73,22,open,19212300,1,45.0,22-94481,1,2022_July,Supplies,1.0,0.0,252203161,1
434569,3.0,1,1,1,1,10.0,40.0,13.122363377404328,72,83,open,39160000,1,34.0,22-94498,0,2022_July,Supplies,0.75,1.0,218300697,1
434570,3.0,1,1,1,1,10.0,40.0,13.122363377404328,72,83,open,39160000,1,34.0,22-94498,0,2022_July,Supplies,0.75,1.0,218300697,1
434571,3.0,1,1,1,1,10.0,40.0,13.122363377404328,72,83,open,39160000,1,34.0,22-94498,0,2022_July,Supplies,0.75,1.0,218300697,1
434572,3.0,0,1,1,1,10.0,40.0,13.122363377404328,72,83,open,39160000,1,34.0,22-94498,0,2022_July,Supplies,0.75,1.0,218300697,1
453315,7.0,1,1,1,1,10.0,50.0,13.304684934198283,41,77,open,60000000,1,29.0,22-94543,0,2022_July,Services,0.875,1.0,776056467,1
374262,0.0,0,0,0,0,0.0,40.0,12.899174825077589,72,62,open,09300000,0,34.0,22-94574,0,2022_July,Supplies,0.0,2.0,216207654,0
435287,1.0,0,0,0,0,0.0,65.0,11.695247021764184,73,83,open,18130000,0,38.0,22-94588,1,2022_July,Supplies,0.3333333333333333,2.0,288300403,1
435289,1.0,0,0,0,0,0.0,75.0,11.289781913656018,73,83,open,18130000,0,38.0,22-94588,1,2022_July,Supplies,1.0,0.0,288300403,1
635895,0.0,0,0,0,0,0.0,100.0,15.883941075204339,73,35,negotiated,92610000,0,46.0,22-95036,0,2022_July,Services,0.0,2.0,243500659,0
286730,4.0,1,0,1,0,0.0,40.0,13.304684934198283,72,93,open,79341100,0,30.0,22-95037,0,2022_July,Services,1.0,0.0,219300142,1
454625,0.0,0,0,0,0,0.0,40.0,11.918390573078392,72,77,negotiated,55000000,0,31.0,22-95128,1,2022_July,Services,0.0,2.0,217700145,0
454627,0.0,0,0,0,0,0.0,40.0,11.512925464970229,72,77,negotiated,55000000,0,31.0,22-95128,1,2022_July,Services,0.0,2.0,217700145,0
68280,1.0,1,0,1,1,5.0,70.0,12.647268409260791,41,75,negotiated,79995100,1,34.0,22-9513,1,2022_January,Services,1.0,0.0,381856723,1
68281,1.0,1,0,1,1,5.0,70.0,11.706541333558677,41,75,negotiated,79995100,1,34.0,22-9513,1,2022_January,Services,1.0,0.0,381856723,1
1030244,0.0,0,0,0,1,15.0,40.0,12.729747364965048,72,88,open,55523100,0,41.0,22-95153,0,2022_July,Services,0.0,2.0,218800902,0
192357,2.0,1,0,0,0,0.0,40.0,12.707287230876808,73,13,open,79311000,0,33.0,22-95203,0,2022_July,Services,1.0,0.0,200035087,1
322201,0.0,0,0,0,0,0.0,70.0,13.978868494896856,73,33,open,66515000,0,33.0,22-95242,1,2022_July,Services,0.0,2.0,130018351,0
635896,1.0,1,0,0,0,0.0,90.0,11.967180737247824,72,35,open,60172000,1,29.0,22-95297,1,2022_July,Services,1.0,0.0,213502883,1
709223,1.0,1,0,1,1,5.0,60.0,9.309733115854218,72,74,open,50413200,1,37.0,22-953,0,2022_January,Services,0.5,1.0,227400017,1
192578,3.0,1,0,0,0,0.0,40.0,13.174135757012227,72,13,open,45244100,0,32.0,22-95428,0,2022_July,Works,1.0,0.0,211300140,1
443267,0.0,0,0,0,0,0.0,60.0,12.415441763422544,72,77,open,71000000,0,38.0,22-95436,0,2022_July,Services,0.0,7.0,217700145,0
254988,1.0,1,1,0,0,0.0,30.0,10.855482823060994,72,69,open,77310000,1,29.0,22-95615,0,2022_July,Services,0.5,1.0,216902759,1
344050,2.0,1,0,1,1,10.0,60.0,14.334304351379442,72,94,open,77310000,1,39.0,22-95637,0,2022_July,Services,1.0,0.0,219400421,1
344052,1.0,1,0,1,1,5.0,60.0,10.778956289890028,72,94,open,34928400,1,39.0,22-95650,1,2022_July,Supplies,1.0,0.0,219400421,1
344053,5.0,1,0,1,1,5.0,60.0,11.982929094215963,72,94,open,34928471,1,39.0,22-95650,1,2022_July,Supplies,0.8333333333333334,1.0,219400421,1
940294,1.0,1,0,0,0,0.0,30.0,12.429216196844383,73,87,open,71900000,1,32.0,22-95652,1,2022_July,Services,0.5,1.0,130006372,1
328913,0.0,0,0,0,0,0.0,70.0,15.315133604391168,73,78,open,34100000,1,30.0,22-95671,0,2022_July,Supplies,0.0,1.0,287800536,0
454034,2.0,0,0,1,1,10.0,50.0,13.081541382884074,73,95,open,79810000,1,38.0,22-95704,1,2022_July,Services,0.3333333333333333,4.0,200055655,1
454035,2.0,1,0,1,1,10.0,50.0,12.676076274775909,73,95,open,79810000,1,38.0,22-95704,1,2022_July,Services,0.5,2.0,200055655,1
416461,4.0,1,0,0,0,0.0,60.0,12.89921982609012,41,76,open,32354000,1,30.0,22-95838,0,2022_July,Supplies,0.8,1.0,720500206,1
